161;;;;;30;;;;;380;;;;;NULL;;;;;NULL;;;;;2;;;;;1
162;;;;;30;;;;;711;;;;;NULL;;;;;NULL;;;;;1.8;;;;;1
163;;;;;30;;;;;1170;;;;;NULL;;;;;NULL;;;;;0.3;;;;;1
164;;;;;31;;;;;196;;;;;NULL;;;;;NULL;;;;;2;;;;;1
165;;;;;31;;;;;204;;;;;NULL;;;;;NULL;;;;;3;;;;;1
166;;;;;31;;;;;187;;;;;NULL;;;;;NULL;;;;;2;;;;;1
167;;;;;31;;;;;690;;;;;NULL;;;;;NULL;;;;;2;;;;;1
168;;;;;31;;;;;112;;;;;NULL;;;;;NULL;;;;;1;;;;;1
169;;;;;31;;;;;972;;;;;NULL;;;;;NULL;;;;;2;;;;;1
170;;;;;31;;;;;329;;;;;NULL;;;;;NULL;;;;;2;;;;;1
171;;;;;31;;;;;332;;;;;NULL;;;;;NULL;;;;;2;;;;;1
172;;;;;32;;;;;963;;;;;NULL;;;;;NULL;;;;;0.8;;;;;1
173;;;;;33;;;;;370;;;;;NULL;;;;;NULL;;;;;1.25;;;;;1
174;;;;;34;;;;;1135;;;;;NULL;;;;;NULL;;;;;12;;;;;1
175;;;;;34;;;;;1141;;;;;NULL;;;;;NULL;;;;;6;;;;;1
176;;;;;34;;;;;1124;;;;;NULL;;;;;NULL;;;;;6;;;;;1
177;;;;;34;;;;;1152;;;;;NULL;;;;;NULL;;;;;6;;;;;1
178;;;;;35;;;;;163;;;;;NULL;;;;;NULL;;;;;55.6;;;;;1
179;;;;;36;;;;;136;;;;;NULL;;;;;NULL;;;;;56;;;;;1
180;;;;;37;;;;;153;;;;;NULL;;;;;NULL;;;;;55.6;;;;;1
181;;;;;38;;;;;301;;;;;NULL;;;;;NULL;;;;;3.7;;;;;1
182;;;;;38;;;;;1168;;;;;NULL;;;;;NULL;;;;;2.5;;;;;1
183;;;;;39;;;;;127;;;;;NULL;;;;;NULL;;;;;2;;;;;1
184;;;;;39;;;;;1133;;;;;NULL;;;;;NULL;;;;;6;;;;;1
185;;;;;39;;;;;1139;;;;;NULL;;;;;NULL;;;;;6;;;;;1
186;;;;;39;;;;;372;;;;;NULL;;;;;NULL;;;;;1;;;;;1
187;;;;;39;;;;;384;;;;;NULL;;;;;NULL;;;;;1;;;;;1
188;;;;;39;;;;;1125;;;;;NULL;;;;;NULL;;;;;6;;;;;1
189;;;;;39;;;;;373;;;;;NULL;;;;;NULL;;;;;1;;;;;1
190;;;;;39;;;;;374;;;;;NULL;;;;;NULL;;;;;1;;;;;1
191;;;;;39;;;;;376;;;;;NULL;;;;;NULL;;;;;1;;;;;1
192;;;;;39;;;;;922;;;;;NULL;;;;;NULL;;;;;1;;;;;1
193;;;;;39;;;;;812;;;;;NULL;;;;;NULL;;;;;1;;;;;1
194;;;;;39;;;;;818;;;;;NULL;;;;;NULL;;;;;1;;;;;1
195;;;;;40;;;;;531;;;;;NULL;;;;;NULL;;;;;1;;;;;1
196;;;;;41;;;;;485;;;;;NULL;;;;;NULL;;;;;2;;;;;1
197;;;;;41;;;;;469;;;;;NULL;;;;;NULL;;;;;0.89;;;;;1
198;;;;;41;;;;;660;;;;;NULL;;;;;NULL;;;;;1;;;;;1
199;;;;;41;;;;;405;;;;;NULL;;;;;NULL;;;;;0.2;;;;;1
200;;;;;41;;;;;450;;;;;NULL;;;;;NULL;;;;;0.07;;;;;1
201;;;;;41;;;;;414;;;;;NULL;;;;;NULL;;;;;0.33;;;;;1
202;;;;;41;;;;;679;;;;;NULL;;;;;NULL;;;;;0.5;;;;;1
203;;;;;41;;;;;476;;;;;NULL;;;;;NULL;;;;;0.5;;;;;1
204;;;;;42;;;;;240;;;;;NULL;;;;;NULL;;;;;0.33;;;;;1
205;;;;;42;;;;;713;;;;;NULL;;;;;NULL;;;;;0.3;;;;;1
206;;;;;42;;;;;1052;;;;;NULL;;;;;NULL;;;;;12.67;;;;;1
207;;;;;43;;;;;281;;;;;NULL;;;;;NULL;;;;;1;;;;;1
208;;;;;43;;;;;240;;;;;NULL;;;;;NULL;;;;;0.32;;;;;1
209;;;;;43;;;;;42;;;;;NULL;;;;;NULL;;;;;2;;;;;1
210;;;;;43;;;;;119;;;;;NULL;;;;;NULL;;;;;1;;;;;1
211;;;;;43;;;;;1035;;;;;NULL;;;;;NULL;;;;;0.09;;;;;1
212;;;;;43;;;;;1173;;;;;NULL;;;;;NULL;;;;;2;;;;;1
213;;;;;43;;;;;1174;;;;;NULL;;;;;NULL;;;;;0.5;;;;;1
214;;;;;44;;;;;281;;;;;NULL;;;;;NULL;;;;;1;;;;;1
215;;;;;44;;;;;240;;;;;NULL;;;;;NULL;;;;;0.32;;;;;1
216;;;;;44;;;;;42;;;;;NULL;;;;;NULL;;;;;2;;;;;1
217;;;;;44;;;;;119;;;;;NULL;;;;;NULL;;;;;1;;;;;1
218;;;;;44;;;;;1035;;;;;NULL;;;;;NULL;;;;;0.09;;;;;1
219;;;;;44;;;;;1173;;;;;NULL;;;;;NULL;;;;;2;;;;;1
220;;;;;44;;;;;1174;;;;;NULL;;;;;NULL;;;;;0.5;;;;;1
221;;;;;45;;;;;298;;;;;NULL;;;;;NULL;;;;;4;;;;;1
222;;;;;46;;;;;298;;;;;NULL;;;;;NULL;;;;;4;;;;;1
223;;;;;47;;;;;176;;;;;NULL;;;;;NULL;;;;;56.5;;;;;1
224;;;;;48;;;;;240;;;;;NULL;;;;;NULL;;;;;0.33;;;;;1
225;;;;;48;;;;;713;;;;;NULL;;;;;NULL;;;;;0.3;;;;;1
226;;;;;48;;;;;1052;;;;;NULL;;;;;NULL;;;;;12.67;;;;;1
227;;;;;49;;;;;271;;;;;NULL;;;;;NULL;;;;;13.6;;;;;1
228;;;;;49;;;;;380;;;;;NULL;;;;;NULL;;;;;2;;;;;1
229;;;;;49;;;;;711;;;;;NULL;;;;;NULL;;;;;1.7;;;;;1
230;;;;;49;;;;;1170;;;;;NULL;;;;;NULL;;;;;1.3;;;;;1
231;;;;;50;;;;;271;;;;;NULL;;;;;NULL;;;;;13.6;;;;;1
232;;;;;50;;;;;380;;;;;NULL;;;;;NULL;;;;;2;;;;;1
233;;;;;50;;;;;711;;;;;NULL;;;;;NULL;;;;;1.7;;;;;1
234;;;;;50;;;;;1170;;;;;NULL;;;;;NULL;;;;;1.3;;;;;1
235;;;;;51;;;;;196;;;;;NULL;;;;;NULL;;;;;2;;;;;1
236;;;;;51;;;;;204;;;;;NULL;;;;;NULL;;;;;3;;;;;1
237;;;;;51;;;;;187;;;;;NULL;;;;;NULL;;;;;2;;;;;1
238;;;;;51;;;;;690;;;;;NULL;;;;;NULL;;;;;2;;;;;1
239;;;;;51;;;;;112;;;;;NULL;;;;;NULL;;;;;1;;;;;1
240;;;;;51;;;;;972;;;;;NULL;;;;;NULL;;;;;2;;;;;1
241;;;;;51;;;;;329;;;;;NULL;;;;;NULL;;;;;2;;;;;1
242;;;;;51;;;;;332;;;;;NULL;;;;;NULL;;;;;2;;;;;1
243;;;;;52;;;;;196;;;;;NULL;;;;;NULL;;;;;2;;;;;1
244;;;;;52;;;;;204;;;;;NULL;;;;;NULL;;;;;3;;;;;1
245;;;;;52;;;;;187;;;;;NULL;;;;;NULL;;;;;2;;;;;1
246;;;;;52;;;;;690;;;;;NULL;;;;;NULL;;;;;2;;;;;1
247;;;;;52;;;;;112;;;;;NULL;;;;;NULL;;;;;1;;;;;1
248;;;;;52;;;;;972;;;;;NULL;;;;;NULL;;;;;2;;;;;1
249;;;;;52;;;;;329;;;;;NULL;;;;;NULL;;;;;2;;;;;1
250;;;;;52;;;;;332;;;;;NULL;;;;;NULL;;;;;2;;;;;1
251;;;;;53;;;;;963;;;;;NULL;;;;;NULL;;;;;0.97;;;;;1
252;;;;;54;;;;;963;;;;;NULL;;;;;NULL;;;;;0.97;;;;;1
253;;;;;55;;;;;240;;;;;NULL;;;;;NULL;;;;;0.33;;;;;1
254;;;;;55;;;;;713;;;;;NULL;;;;;NULL;;;;;0.3;;;;;1
255;;;;;55;;;;;1052;;;;;NULL;;;;;NULL;;;;;12.67;;;;;1
256;;;;;56;;;;;370;;;;;NULL;;;;;NULL;;;;;1.25;;;;;1
257;;;;;57;;;;;370;;;;;NULL;;;;;NULL;;;;;1.25;;;;;1
258;;;;;58;;;;;1135;;;;;NULL;;;;;NULL;;;;;12;;;;;1
259;;;;;58;;;;;1141;;;;;NULL;;;;;NULL;;;;;6;;;;;1
260;;;;;58;;;;;1124;;;;;NULL;;;;;NULL;;;;;6;;;;;1
261;;;;;58;;;;;1152;;;;;NULL;;;;;NULL;;;;;6;;;;;1
262;;;;;59;;;;;1135;;;;;NULL;;;;;NULL;;;;;12;;;;;1
263;;;;;59;;;;;1141;;;;;NULL;;;;;NULL;;;;;6;;;;;1
264;;;;;59;;;;;1124;;;;;NULL;;;;;NULL;;;;;6;;;;;1
265;;;;;59;;;;;1152;;;;;NULL;;;;;NULL;;;;;6;;;;;1
266;;;;;60;;;;;136;;;;;NULL;;;;;NULL;;;;;56;;;;;1
267;;;;;61;;;;;136;;;;;NULL;;;;;NULL;;;;;56;;;;;1
268;;;;;62;;;;;127;;;;;NULL;;;;;NULL;;;;;2;;;;;1
269;;;;;62;;;;;1133;;;;;NULL;;;;;NULL;;;;;6;;;;;1
270;;;;;62;;;;;1139;;;;;NULL;;;;;NULL;;;;;6;;;;;1
271;;;;;62;;;;;372;;;;;NULL;;;;;NULL;;;;;1;;;;;1
272;;;;;62;;;;;384;;;;;NULL;;;;;NULL;;;;;1;;;;;1
273;;;;;62;;;;;1125;;;;;NULL;;;;;NULL;;;;;6;;;;;1
274;;;;;62;;;;;373;;;;;NULL;;;;;NULL;;;;;1;;;;;1
275;;;;;62;;;;;374;;;;;NULL;;;;;NULL;;;;;1;;;;;1
276;;;;;62;;;;;376;;;;;NULL;;;;;NULL;;;;;1;;;;;1
277;;;;;62;;;;;922;;;;;NULL;;;;;NULL;;;;;1;;;;;1
278;;;;;62;;;;;812;;;;;NULL;;;;;NULL;;;;;1;;;;;1
279;;;;;62;;;;;818;;;;;NULL;;;;;NULL;;;;;1;;;;;1
280;;;;;62;;;;;1111;;;;;NULL;;;;;NULL;;;;;1;;;;;1
281;;;;;63;;;;;127;;;;;NULL;;;;;NULL;;;;;2;;;;;1
282;;;;;63;;;;;1133;;;;;NULL;;;;;NULL;;;;;6;;;;;1
283;;;;;63;;;;;1139;;;;;NULL;;;;;NULL;;;;;6;;;;;1
284;;;;;63;;;;;372;;;;;NULL;;;;;NULL;;;;;1;;;;;1
285;;;;;63;;;;;384;;;;;NULL;;;;;NULL;;;;;1;;;;;1
286;;;;;63;;;;;1125;;;;;NULL;;;;;NULL;;;;;6;;;;;1
287;;;;;63;;;;;373;;;;;NULL;;;;;NULL;;;;;1;;;;;1
288;;;;;63;;;;;374;;;;;NULL;;;;;NULL;;;;;1;;;;;1
289;;;;;63;;;;;376;;;;;NULL;;;;;NULL;;;;;1;;;;;1
290;;;;;63;;;;;922;;;;;NULL;;;;;NULL;;;;;1;;;;;1
291;;;;;63;;;;;812;;;;;NULL;;;;;NULL;;;;;1;;;;;1
292;;;;;63;;;;;818;;;;;NULL;;;;;NULL;;;;;1;;;;;1
293;;;;;63;;;;;1111;;;;;NULL;;;;;NULL;;;;;1;;;;;1
294;;;;;64;;;;;271;;;;;NULL;;;;;NULL;;;;;14.2;;;;;1
295;;;;;64;;;;;380;;;;;NULL;;;;;NULL;;;;;2;;;;;1
296;;;;;64;;;;;711;;;;;NULL;;;;;NULL;;;;;1.7;;;;;1
297;;;;;64;;;;;1170;;;;;NULL;;;;;NULL;;;;;1.3;;;;;1
298;;;;;65;;;;;298;;;;;NULL;;;;;NULL;;;;;3;;;;;1
299;;;;;65;;;;;281;;;;;NULL;;;;;NULL;;;;;1;;;;;1
300;;;;;65;;;;;240;;;;;NULL;;;;;NULL;;;;;0.32;;;;;1
301;;;;;65;;;;;42;;;;;NULL;;;;;NULL;;;;;2;;;;;1
302;;;;;65;;;;;119;;;;;NULL;;;;;NULL;;;;;1;;;;;1
303;;;;;65;;;;;1035;;;;;NULL;;;;;NULL;;;;;0.09;;;;;1
304;;;;;65;;;;;1172;;;;;NULL;;;;;NULL;;;;;3;;;;;1
305;;;;;65;;;;;1174;;;;;NULL;;;;;NULL;;;;;1;;;;;1
306;;;;;66;;;;;240;;;;;NULL;;;;;NULL;;;;;1.3;;;;;1
307;;;;;66;;;;;711;;;;;NULL;;;;;NULL;;;;;0.6;;;;;1
308;;;;;66;;;;;1008;;;;;NULL;;;;;NULL;;;;;12.45;;;;;1
309;;;;;67;;;;;584;;;;;NULL;;;;;NULL;;;;;1;;;;;1
310;;;;;68;;;;;414;;;;;NULL;;;;;NULL;;;;;0.9;;;;;1
311;;;;;68;;;;;400;;;;;NULL;;;;;NULL;;;;;0.2;;;;;1
312;;;;;68;;;;;679;;;;;NULL;;;;;NULL;;;;;0.5;;;;;1
313;;;;;68;;;;;683;;;;;NULL;;;;;NULL;;;;;1;;;;;1
314;;;;;68;;;;;1148;;;;;NULL;;;;;NULL;;;;;6;;;;;1
315;;;;;68;;;;;475;;;;;NULL;;;;;NULL;;;;;0.16;;;;;1
316;;;;;68;;;;;453;;;;;NULL;;;;;NULL;;;;;2.05;;;;;1
317;;;;;68;;;;;462;;;;;NULL;;;;;NULL;;;;;0.2;;;;;1
318;;;;;68;;;;;485;;;;;NULL;;;;;NULL;;;;;2;;;;;1
319;;;;;68;;;;;405;;;;;NULL;;;;;NULL;;;;;0.37;;;;;1
320;;;;;68;;;;;450;;;;;NULL;;;;;NULL;;;;;0.04;;;;;1
321;;;;;68;;;;;662;;;;;NULL;;;;;NULL;;;;;1;;;;;1
322;;;;;69;;;;;176;;;;;NULL;;;;;NULL;;;;;132.6;;;;;1
323;;;;;70;;;;;259;;;;;NULL;;;;;NULL;;;;;14;;;;;1
324;;;;;70;;;;;380;;;;;NULL;;;;;NULL;;;;;3;;;;;1
325;;;;;70;;;;;709;;;;;NULL;;;;;NULL;;;;;0.87;;;;;1
