1;;;;;1;;;;;1178;;;;;NULL;;;;;NULL;;;;;1.85;;;;;189;;;;;1.85;;;;;1;;;;;3
2;;;;;1;;;;;1179;;;;;NULL;;;;;NULL;;;;;2.17;;;;;232;;;;;2.17;;;;;1;;;;;3
3;;;;;1;;;;;1180;;;;;NULL;;;;;NULL;;;;;2.17;;;;;286;;;;;2.17;;;;;1;;;;;3
4;;;;;1;;;;;1183;;;;;NULL;;;;;NULL;;;;;0.43;;;;;248;;;;;0.43;;;;;1;;;;;3
5;;;;;1;;;;;1186;;;;;NULL;;;;;NULL;;;;;0.78;;;;;183;;;;;0.78;;;;;1;;;;;3
6;;;;;1;;;;;1187;;;;;NULL;;;;;NULL;;;;;0.94;;;;;482;;;;;0.94;;;;;1;;;;;3
7;;;;;1;;;;;1188;;;;;NULL;;;;;NULL;;;;;1.1;;;;;392;;;;;1.1;;;;;1;;;;;3
8;;;;;1;;;;;1190;;;;;NULL;;;;;NULL;;;;;1.78;;;;;168;;;;;1.78;;;;;1;;;;;3
9;;;;;1;;;;;1191;;;;;NULL;;;;;NULL;;;;;2.16;;;;;575;;;;;2.16;;;;;1;;;;;3
10;;;;;1;;;;;1193;;;;;NULL;;;;;NULL;;;;;0.55;;;;;986;;;;;0.55;;;;;1;;;;;3
11;;;;;1;;;;;1194;;;;;NULL;;;;;NULL;;;;;0.34;;;;;219;;;;;0.34;;;;;1;;;;;3
12;;;;;1;;;;;1199;;;;;NULL;;;;;NULL;;;;;0.6;;;;;30;;;;;0.6;;;;;1;;;;;3
13;;;;;1;;;;;1203;;;;;NULL;;;;;NULL;;;;;0.37;;;;;12;;;;;0.37;;;;;1;;;;;3
14;;;;;1;;;;;1205;;;;;NULL;;;;;NULL;;;;;0.16;;;;;1632;;;;;0.16;;;;;1;;;;;3
15;;;;;1;;;;;1206;;;;;NULL;;;;;NULL;;;;;1.08;;;;;500;;;;;1.08;;;;;1;;;;;3
16;;;;;1;;;;;1200;;;;;NULL;;;;;NULL;;;;;0.3;;;;;3359;;;;;0.3;;;;;1;;;;;3
17;;;;;1;;;;;1184;;;;;NULL;;;;;NULL;;;;;1.18;;;;;90;;;;;1.18;;;;;1;;;;;3
18;;;;;1;;;;;1175;;;;;NULL;;;;;NULL;;;;;0.87;;;;;147;;;;;0.87;;;;;1;;;;;3
19;;;;;2;;;;;1260;;;;;NULL;;;;;NULL;;;;;53;;;;;0;;;;;53;;;;;1;;;;;9
20;;;;;2;;;;;1261;;;;;NULL;;;;;NULL;;;;;28;;;;;0.9;;;;;28;;;;;1;;;;;3
21;;;;;2;;;;;1263;;;;;NULL;;;;;NULL;;;;;32;;;;;46;;;;;32;;;;;1;;;;;3
22;;;;;2;;;;;1266;;;;;NULL;;;;;NULL;;;;;10;;;;;1.52;;;;;10;;;;;1;;;;;3
23;;;;;2;;;;;1268;;;;;NULL;;;;;NULL;;;;;6.95;;;;;8.87;;;;;6.95;;;;;1;;;;;3
24;;;;;2;;;;;1269;;;;;NULL;;;;;NULL;;;;;39;;;;;1.55;;;;;39;;;;;1;;;;;3
25;;;;;3;;;;;383;;;;;NULL;;;;;NULL;;;;;6;;;;;5;;;;;6;;;;;1;;;;;3
26;;;;;3;;;;;384;;;;;NULL;;;;;NULL;;;;;6;;;;;25;;;;;6;;;;;1;;;;;3
27;;;;;4;;;;;405;;;;;NULL;;;;;NULL;;;;;8.6;;;;;0.04;;;;;8.6;;;;;1;;;;;1
28;;;;;5;;;;;455;;;;;NULL;;;;;NULL;;;;;5.25;;;;;2.23;;;;;5.25;;;;;1;;;;;3
29;;;;;5;;;;;462;;;;;NULL;;;;;NULL;;;;;3.36;;;;;5.41;;;;;3.36;;;;;1;;;;;3
30;;;;;5;;;;;465;;;;;NULL;;;;;NULL;;;;;11.3;;;;;0;;;;;11.3;;;;;1;;;;;7
31;;;;;5;;;;;474;;;;;NULL;;;;;NULL;;;;;37;;;;;4.16;;;;;37;;;;;1;;;;;3
32;;;;;5;;;;;10239;;;;;NULL;;;;;NULL;;;;;14;;;;;0;;;;;14;;;;;1;;;;;2
33;;;;;5;;;;;501;;;;;NULL;;;;;NULL;;;;;12.2;;;;;5.14;;;;;12.2;;;;;1;;;;;3
34;;;;;5;;;;;502;;;;;NULL;;;;;NULL;;;;;12;;;;;21.5;;;;;12;;;;;1;;;;;3
35;;;;;5;;;;;434;;;;;NULL;;;;;NULL;;;;;8.44;;;;;0;;;;;8.44;;;;;1;;;;;2
36;;;;;5;;;;;436;;;;;NULL;;;;;NULL;;;;;10.55;;;;;0;;;;;10.55;;;;;1;;;;;NULL
37;;;;;5;;;;;453;;;;;NULL;;;;;NULL;;;;;1.78;;;;;0.01;;;;;1.78;;;;;1;;;;;2
38;;;;;5;;;;;454;;;;;NULL;;;;;NULL;;;;;3.94;;;;;14.89;;;;;3.94;;;;;1;;;;;3
39;;;;;5;;;;;435;;;;;NULL;;;;;NULL;;;;;8.5;;;;;0;;;;;8.5;;;;;1;;;;;2
40;;;;;6;;;;;298;;;;;NULL;;;;;NULL;;;;;50.49;;;;;0.16;;;;;50.49;;;;;1;;;;;3
41;;;;;6;;;;;299;;;;;NULL;;;;;NULL;;;;;50.75;;;;;0;;;;;50.75;;;;;1;;;;;8
42;;;;;6;;;;;300;;;;;NULL;;;;;NULL;;;;;45.98;;;;;0;;;;;45.98;;;;;1;;;;;NULL
43;;;;;6;;;;;301;;;;;NULL;;;;;NULL;;;;;48.47;;;;;0.26;;;;;48.47;;;;;1;;;;;3
44;;;;;7;;;;;362;;;;;NULL;;;;;NULL;;;;;50;;;;;3.53;;;;;50;;;;;1;;;;;3
45;;;;;7;;;;;363;;;;;NULL;;;;;NULL;;;;;50;;;;;1.54;;;;;50;;;;;1;;;;;3
46;;;;;7;;;;;366;;;;;NULL;;;;;NULL;;;;;50;;;;;7.6;;;;;50;;;;;1;;;;;3
47;;;;;7;;;;;367;;;;;NULL;;;;;NULL;;;;;50;;;;;7.86;;;;;50;;;;;1;;;;;3
48;;;;;7;;;;;369;;;;;NULL;;;;;NULL;;;;;50;;;;;0.35;;;;;50;;;;;1;;;;;3
49;;;;;7;;;;;370;;;;;NULL;;;;;NULL;;;;;50;;;;;0.08;;;;;50;;;;;1;;;;;3
50;;;;;8;;;;;991;;;;;NULL;;;;;NULL;;;;;55;;;;;16.3;;;;;55;;;;;1;;;;;3
51;;;;;8;;;;;992;;;;;NULL;;;;;NULL;;;;;55;;;;;0;;;;;55;;;;;1;;;;;NULL
52;;;;;8;;;;;1016;;;;;NULL;;;;;NULL;;;;;55;;;;;22.6;;;;;55;;;;;1;;;;;3
53;;;;;8;;;;;1031;;;;;NULL;;;;;NULL;;;;;55;;;;;10.44;;;;;55;;;;;1;;;;;3
54;;;;;9;;;;;225;;;;;NULL;;;;;NULL;;;;;38.49;;;;;35.2;;;;;38.49;;;;;1;;;;;3
55;;;;;9;;;;;234;;;;;NULL;;;;;NULL;;;;;38.49;;;;;2.59;;;;;38.49;;;;;1;;;;;3
56;;;;;10;;;;;1036;;;;;NULL;;;;;NULL;;;;;68.44;;;;;6.15;;;;;68.44;;;;;1;;;;;3
57;;;;;10;;;;;1039;;;;;NULL;;;;;NULL;;;;;63.35;;;;;0;;;;;63.35;;;;;1;;;;;NULL
58;;;;;10;;;;;1056;;;;;NULL;;;;;NULL;;;;;67;;;;;31.64;;;;;67;;;;;1;;;;;3
59;;;;;10;;;;;1062;;;;;NULL;;;;;NULL;;;;;67;;;;;31.35;;;;;67;;;;;1;;;;;3
60;;;;;10;;;;;1077;;;;;NULL;;;;;NULL;;;;;67;;;;;1;;;;;67;;;;;1;;;;;3
61;;;;;10;;;;;1047;;;;;NULL;;;;;NULL;;;;;62.81;;;;;3;;;;;62.81;;;;;1;;;;;3
